NAME,ADDRESS,CITY,STATE,ZIP,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE
CONCORDE CAREER COLLEGE-DALLAS,12606 GREENVILLE AVE STE 130,DALLAS,TX,75243,803,DALLAS,48113,USA,32.91846143,-96.74173531
CONCORDE CAREER INSTITUTE-ORLANDO,3444 MCCRORY PLACE,ORLANDO,FL,32803,465,ORANGE,12095,USA,28.55985587,-81.34046787
BRITTANY BEAUTY ACADEMY,"500 8TH AVENUE, 8TH FLOOR",NEW YORK,NY,10018,121,NEW YORK,36061,USA,40.75297111,-73.99238087
ONONDAGA SCHOOL OF THERAPEUTIC MASSAGE-ROCHESTER,302 N GOODMAN ST STE 200,ROCHESTER,NY,14607,85,MONROE,36055,USA,43.1590857,-77.58478132
NORCO COLLEGE,2001 THIRD ST,NORCO,CA,92860,10734,RIVERSIDE,6065,USA,33.91675239,-117.5699942
REMINGTON COLLEGE-HEATHROW CAMPUS,7131 BUSINESS PARK LANE STE. 300,LAKE MARY,FL,32746,283,SEMINOLE,12117,USA,28.784738,-81.359547
COLLEGE OF MASSAGE THERAPY,98 POPLAR STREET,BLACKFOOT,ID,83221,44,BINGHAM,16011,USA,43.19301533,-112.3470029
MILLER-MOTTE TECHNICAL COLLEGE-AUGUSTA,621 NW FRONTAGE ROAD,AUGUSTA,GA,30907,546,RICHMOND,13245,USA,33.49499386,-82.08698607
AVEDA INSTITUTE-PORTLAND,325 NORTHWEST 13TH AVENUE,PORTLAND,OR,97209,292,MULTNOMAH,41051,USA,45.52551424,-122.6847418
M T TRAINING CENTER,1801 S. GREAT SOUTHWEST PARKWAY,GRAND PRAIRIE,TX,75051,120,TARRANT,48439,USA,32.72000518,-97.04256341
CENTRAL ALABAMA COMMUNITY COLLEGE,1675 CHEROKEE RD,ALEXANDER CITY,AL,35010,2083,TALLAPOOSA,1123,USA,32.92478014,-85.94526596
ENTERPRISE STATE COMMUNITY COLLEGE,600 PLAZA DRIVE,ENTERPRISE,AL,36330,1991,COFFEE,1031,USA,31.29749553,-85.83695595
GEORGE C WALLACE COMMUNITY COLLEGE-DOTHAN,1141 WALLACE DRIVE,DOTHAN,AL,36303,5118,DALE,1045,USA,31.316086,-85.46355
JOHN C CALHOUN STATE COMMUNITY COLLEGE,6250 U S HIGHWAY 31 N,TANNER,AL,35671,10708,LIMESTONE,1083,USA,34.65428,-86.949131
SHELTON STATE COMMUNITY COLLEGE,9500 OLD GREENSBORO RD,TUSCALOOSA,AL,35405,5111,TUSCALOOSA,1125,USA,33.12053142,-87.56148013
ANTELOPE VALLEY COLLEGE,3041 WEST  AVE K,LANCASTER,CA,93536,15283,LOS ANGELES,6037,USA,34.67620733,-118.1861665
DIABLO VALLEY COLLEGE,321 GOLF CLUB RD,PLEASANT HILL,CA,94523,20792,CONTRA COSTA,6013,USA,37.96803532,-122.0698614
LONG BEACH CITY COLLEGE,4901 E. CARSON ST.,LONG BEACH,CA,90808,26300,LOS ANGELES,6037,USA,33.83174135,-118.1358193
NAPA VALLEY COLLEGE,2277 NAPA-VALLEJO HWY,NAPA,CA,94558,6628,NAPA,6055,USA,38.27401527,-122.2745102
HORRY-GEORGETOWN TECHNICAL COLLEGE,2050 HIGHWAY 501 EAST,CONWAY,SC,29526,7704,HORRY,45051,USA,33.79614047,-79.00361138
CEDAR VALLEY COLLEGE,3030 NORTH DALLAS AVE,LANCASTER,TX,75134,8084,DALLAS,48113,USA,32.62568621,-96.76342093
EL PASO COMMUNITY COLLEGE,9050 VISCOUNT BLVD,EL PASO,TX,79925,31516,EL PASO,48141,USA,31.77166222,-106.3709534
LONE STAR COLLEGE SYSTEM,5000 RESEARCH FOREST DRIVE,THE WOODLANDS,TX,77381,79686,MONTGOMERY,48339,USA,30.187356,-95.488122
YAKIMA VALLEY COLLEGE,SOUTH 16TH AVE. & NOB HILL BLVD.,YAKIMA,WA,98907,4506,YAKIMA,53077,USA,46.58609812,-120.5285251
HAZLETON AREA CAREER CENTER,1451 WEST 23RD STREET,HAZLE TWP.,PA,18202,22,LUZERNE,42079,USA,40.97297905,-75.99261065
COSMETIC ARTS INSTITUTE,1789 HAMPTON STREET,WALTERBORO,SC,29488,20,COLLETON,45029,USA,32.89577357,-80.63901056
ROSS MEDICAL EDUCATION CENTER-DAVISON,815 S STATE ST,DAVISON,MI,48423,119,GENESEE,26049,USA,43.02176531,-83.51654196
CHAMBERLAIN UNIVERSITY-VIRGINIA,2450 CRYSTAL DRIVE,ARLINGTON,VA,22202,602,ARLINGTON,51013,USA,38.8512341,-77.05061617
NORTHEAST TECHNOLOGY CENTER-SYSTEM OFFICE,483 AIRPORT ROAD,PRYOR,OK,74362,32,MAYES,40097,USA,36.23150478,-95.33339082
OXFORD GRADUATE SCHOOL,500 OXFORD DRIVE,DAYTON,TN,37321,115,RHEA,47143,USA,35.46814243,-85.0537737
JUNG TAO SCHOOL OF CLASSICAL CHINESE MEDICINE,207 DALE ADAMS ROAD,SUGAR GROVE,NC,28679,84,WATAUGA,37189,USA,36.26323309,-81.78530256
THE COLLECTIVE SCHOOL OF MUSIC,541 AVENUE OF THE AMERICAS,NEW YORK,NY,10011,92,NEW YORK,36061,USA,40.74041189,-73.99572195
INTERNATIONAL COLLEGE OF COSMETOLOGY,3701 INTERNATIONAL BOULEVARD,OAKLAND,CA,94601,193,ALAMEDA,6001,USA,37.77488833,-122.2207962
HOLISTIC MASSAGE TRAINING INSTITUTE,2834 LOCH RAVEN ROAD,BALTIMORE,MD,21218,80,BALTIMORE,24510,USA,39.33134445,-76.61694626
DIAMONDS COSMETOLOGY COLLEGE,3321 LOY LAKE RD,SHERMAN,TX,75090,55,GRAYSON,48181,USA,33.673442,-96.606125
NORTHERN VIRGINIA SCHOOL OF THERAPEUTIC MASSAGE,"6402 ARLINGTON BLVD, SUITE 840",FALLS CHURCH,VA,22042,149,FAIRFAX,51059,USA,38.87344127,-77.16002962
PAUL MITCHELL THE SCHOOL-ST LOUIS,30 MARYLAND PLAZA SUITE 200,ST. LOUIS,MO,63108,214,ST. LOUIS,29510,USA,38.64478237,-90.26291475
COSMOPOLITAN BEAUTY AND TECH SCHOOL,"4201 JOHN MARR DRIVE, SUITE 206",ANNANDALE,VA,22003,125,FAIRFAX,51059,USA,38.83227037,-77.18870375
SHEPHERDS THEOLOGICAL SEMINARY,6051 TRYON ROAD,CARY,NC,27518,113,WAKE,37183,USA,35.74433385,-78.74262321
ENTOURAGE INSTITUTE OF BEAUTY AND ESTHETICS,12004 WEST 95TH STREET,LENEXA,KS,66215,25,JOHNSON,20091,USA,38.95553152,-94.72509572
CINTA AVEDA INSTITUTE,305 KEARNY STREET,SAN FRANCISCO,CA,94108,278,SAN FRANCISCO,6075,USA,37.7910305,-122.4043859
LONG ISLAND NAIL & SKIN CARE INSTITUTE,3709 HEMPSTEAD TURNPIKE,LEVITTOWN,NY,11756,151,NASSAU,36059,USA,40.72590488,-73.49901047
BEST CARE COLLEGE,68 SOUTH HARRISON,EAST ORANGE,NJ,7018,87,ESSEX,34013,USA,40.76540646,-74.2212259
ELITE SCHOOL OF COSMETOLOGY,175 BENEDICT AVENUE,NORWALK,OH,44857,73,HURON,39077,USA,41.23364427,-82.60806748
PAUL MITCHELL THE SCHOOL-LAS VEGAS,"9490 SOUTH EASTERN AVENUE, SUITE 100",LAS VEGAS,NV,89123,300,CLARK,32003,USA,36.01662145,-115.1171614
HAIR ACADEMY,3150 MCGEHEE ROAD,MONTGOMERY,AL,36111,-999,MONTGOMERY,1101,USA,32.3373931,-86.25692669
FLORIDA ACADEMY,4387 COLONIAL BOULEVARD,FORT MYERS,FL,33966,185,LEE,12071,USA,26.6086365,-81.82462869
INSTITUTE FOR DOCTORAL STUDIES IN THE VISUAL ARTS,795 CONGRESS STREET,PORTLAND,ME,4102,86,CUMBERLAND,23005,USA,43.65147709,-70.27212891
STATE CAREER COLLEGE,2770 W. GRAND AVENUE,WAUKEGAN,IL,60085,149,LAKE,17097,USA,42.370787,-87.870502
PAUL MITCHELL THE SCHOOL-SPOKANE,"15303 EAST SPRAGUE AVENUE, SUITE C",SPOKANE VALLEY,WA,99037,188,SPOKANE,53063,USA,47.65823942,-117.1992677
GADSDEN STATE COMMUNITY COLLEGE,1001 GEORGE WALLACE DR,GADSDEN,AL,35903,5631,ETOWAH,1055,USA,33.99186592,-85.99129896
JEFFERSON STATE COMMUNITY COLLEGE,2601 CARSON RD,BIRMINGHAM,AL,35215,9645,JEFFERSON,1073,USA,33.65253451,-86.7072327
LAWSON STATE COMMUNITY COLLEGE-BIRMINGHAM CAMPUS,3060 WILSON RD SW,BIRMINGHAM,AL,35221,3648,JEFFERSON,1073,USA,33.45167349,-86.89023356
LURLEEN B WALLACE COMMUNITY COLLEGE,1000 DANNELLY BLVD.,ANDALUSIA,AL,36420,2054,COVINGTON,1039,USA,31.32294699,-86.45226224
NORTHWEST-SHOALS COMMUNITY COLLEGE,800 GEORGE WALLACE BLVD,MUSCLE SHOALS,AL,35661,3872,COLBERT,1033,USA,34.73956656,-87.67732987
ALABAMA SOUTHERN COMMUNITY COLLEGE,2800 SOUTH ALABAMA AVENUE,MONROEVILLE,AL,36460,1126,MONROE,1099,USA,31.48892453,-87.32635197
UNIVERSITY OF ALASKA ANCHORAGE,3211 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,18188,ANCHORAGE,2020,USA,61.18955412,-149.8261349
MERCED COLLEGE,3600 M ST,MERCED,CA,95348,11756,MERCED,6047,USA,37.33530008,-120.4764638
SANTA ROSA JUNIOR COLLEGE,1501 MENDOCINO AVENUE,SANTA ROSA,CA,95401,22467,SONOMA,6097,USA,38.45415957,-122.7206886
PIKES PEAK COMMUNITY COLLEGE,5675 S ACADEMY BLVD,COLORADO SPRINGS,CO,80906,14404,EL PASO,8041,USA,38.76428661,-104.7872608
RED ROCKS COMMUNITY COLLEGE,13300 W SIXTH AVE,LAKEWOOD,CO,80228,8041,JEFFERSON,8059,USA,39.7202774,-105.1500937
SOUTH FLORIDA STATE COLLEGE,600 W COLLEGE DR,AVON PARK,FL,33825,3317,HIGHLANDS,12055,USA,27.56955263,-81.50838679
COLUMBIANA COUNTY CAREER AND TECHNICAL CENTER,9364 ST RT 45,LISBON,OH,44432,211,COLUMBIANA,39029,USA,40.76772886,-80.74814621
SOUTHERN UNION STATE COMMUNITY COLLEGE,750 ROBERTS ST,WADLEY,AL,36276,5295,RANDOLPH,1111,USA,33.12855703,-85.57259842
COLTON-REDLANDS-YUCAIPA REGIONAL OCCUPATIONAL PROGRAM,1214 INDIANA CT,REDLANDS,CA,92374,-999,SAN BERNARDINO,6071,USA,34.06829,-117.2049592
J RENEE COLLEGE,415 AIRPORT ROAD,ELGIN,IL,60123,119,KANE,17089,USA,42.0703545,-88.28954539
NATIONAL PERSONAL TRAINING INSTITUTE OF COLORADO,"1658 COLE BOULEVARD, SUITE 50",LAKEWOOD,CO,80401,85,JEFFERSON,8059,USA,39.74086286,-105.1544497
NATIONAL PERSONAL TRAINING INSTITUTE OF COLORADO,"4305 BEVERLY STREET, SUITE F",COLORADO SPRINGS,CO,80918,47,EL PASO,8041,USA,38.89409532,-104.7546684
INTERNATIONAL COLLEGE OF BEAUTY ARTS & SCIENCES,5225 SAN FERNANDO ROAD WEST,LOS ANGELES,CA,90039,118,LOS ANGELES,6037,USA,34.148059,-118.2732201
ITT TECHNICAL INSTITUTE-DURHAM,"4025 STIRRUP CREEK DRIVE, SUITE 200",DURHAM,NC,27703,-999,DURHAM,37063,USA,35.91872,-78.843327
ITT TECHNICAL INSTITUTE-HANOVER,"7030 DORSEY RD, STE 100",HANOVER,MD,21076,-999,ANNE ARUNDEL,24003,USA,39.17158438,-76.72721243
PAUL MITCHELL THE SCHOOL-COLUMBIA,700 GERVAIS STREET SUITE D,COLUMBIA,SC,29201,253,RICHLAND,45079,USA,33.99821844,-81.04060722
PAUL MITCHELL THE SCHOOL-CHARLESTON,"4952 CENTRE POINTE DRIVE, SUITE 114",NORTH CHARLESTON,SC,29418,209,CHARLESTON,45019,USA,32.87461092,-80.02285173
KENNETH SHULER SCHOOL OF COSMETOLOGY-GREENVILLE,3528-A EARL E. MORRIS JR. HIGHWAY,GREENVILLE,SC,29611,154,ANDERSON,45007,USA,34.791107,-82.48456182
BEAUTY SCHOOLS OF AMERICA,1011 5TH STREET,MIAMI BEACH,FL,33139,117,MIAMI-DADE,12086,USA,25.77480203,-80.13868882
STEVENS-HENAGER COLLEGE,901 PIER VIEW DRIVE SUITE 105,IDAHO FALLS,ID,83402,134,BONNEVILLE,16019,USA,43.48346,-112.05156
AVALON SCHOOL OF COSMETOLOGY-PHOENIX,"410 E BELL ROAD, SUITE G100",PHOENIX,AZ,85022,368,MARICOPA,4013,USA,33.63941914,-112.058088
AVALON SCHOOL OF COSMETOLOGY-LAYTON,1992 W ANTELOPE DRIVE,LAYTON,UT,84041,196,DAVIS,49011,USA,41.08991641,-112.0036401
AVEDA INSTITUTE-DES MOINES,6905 MILLS CIVIC PKWY SUITE 120,WEST DES MOINES,IA,50266,176,DALLAS,19049,USA,41.56267499,-93.80258573
INTERNATIONAL CULINARY CENTER-CALIFORNIA,700 WEST HAMILTON AVENUE,CAMPBELL,CA,95008,168,SANTA CLARA,6085,USA,37.29362492,-121.9614747
MARIAN HEALTH CAREERS CENTER-VAN NUYS CAMPUS,5900 SEPULVEDA BLVD STE 101,VAN NUYS,CA,91411,170,LOS ANGELES,6037,USA,34.17747688,-118.4655547
SANFORD-BROWN COLLEGE-BROOKLYN CENTER,5951 EARLE BROWN DR,BROOKLYN CENTER,MN,55430,-999,HENNEPIN,27053,USA,45.0649107,-93.30603509
MILAN INSTITUTE-LAS VEGAS,710 SOUTH TONOPAH DRIVE,LAS VEGAS,NV,89106,250,CLARK,32003,USA,36.16193376,-115.1706415
DONNA'S ACADEMY OF HAIR DESIGN,14454 NORTH US HIGHWAY 169,SMITHVILLE,MO,64089,-999,CLAY,29047,USA,39.35584214,-94.58491608
FINGER LAKES HEALTH COLLEGE OF NURSING,196 NORTH STREET,GENEVA,NY,14456,149,ONTARIO,36069,USA,42.87643068,-76.98783967
MIDWEST TECHNICAL INSTITUTE-RIDGELAND,113 MARKET RIDGE DRIVE,RIDGELAND,MS,39157,577,MADISON,28089,USA,32.40251641,-90.17819637
CHRISTINE VALMY INTERNATIONAL SCHOOL OF ESTHETICS & COSMETOLOGY,285 CHANGEBRIDGE ROAD,PINE BROOK,NJ,7058,132,MORRIS,34027,USA,40.86897657,-74.35832857
CITY COLLEGE-HOLLYWOOD,6565 TAFT STREET,HOLLYWOOD,FL,33024,320,BROWARD,12011,USA,26.0252702,-80.21996707
CHRISTIE'S EDUCATION,"1230 AVENUE OF THE AMERICAS, 20TH FLOOR",NEW YORK,NY,10020,96,NEW YORK,36061,USA,40.75418508,-73.98168889
STELLA AND CHARLES GUTTMAN COMMUNITY COLLEGE,50 WEST 40TH STREET,NEW YORK,NY,10018,1368,NEW YORK,36061,USA,40.7530296,-73.9840551
ELGIN COMMUNITY COLLEGE,1700 SPARTAN DRIVE,ELGIN,IL,60123,10635,KANE,17089,USA,42.01806646,-88.32193976
NORTHEAST IOWA COMMUNITY COLLEGE,1625 HWY 150,CALMAR,IA,52132,5370,WINNESHIEK,19191,USA,43.17495419,-91.86564735
OHIO STATE UNIVERSITY-LIMA CAMPUS,4240 CAMPUS DR,LIMA,OH,45804,1151,ALLEN,39003,USA,40.73782809,-84.02619462
UPPER VALLEY CAREER CENTER,8811 LOONEY ROAD,PIQUA,OH,45356,232,MIAMI,39109,USA,40.16062366,-84.21468369
WASHINGTON STATE COMMUNITY COLLEGE,710 COLEGATE DR,MARIETTA,OH,45750,2044,WASHINGTON,39167,USA,39.43131218,-81.43484189
WRIGHT STATE UNIVERSITY-LAKE CAMPUS,7600 LAKE CAMPUS DRIVE,CELINA,OH,45822,1037,MERCER,39107,USA,40.54607442,-84.50919384
UMPQUA COMMUNITY COLLEGE,1140 UMPQUA COLLEGE RD.,ROSEBURG,OR,97470,2305,DOUGLAS,41019,USA,43.29019266,-123.331937
NORTHERN STATE UNIVERSITY,1200 S JAY ST,ABERDEEN,SD,57401,4041,BROWN,46013,USA,45.45255455,-98.4837
TEXARKANA COLLEGE,2500 N ROBISON RD,TEXARKANA,TX,75599,4651,BOWIE,48037,USA,33.44186819,-94.07799993
NEW YORK SCHOOL OF ESTHETICS & DAY SPA,239 CENTRAL AVE 3RD FLOOR,WHITE PLAINS,NY,10606,116,WESTCHESTER,36119,USA,41.035422,-73.781183
EMPIRE BEAUTY SCHOOL-VIRGINIA BEACH,116 SOUTH INDEPENDENCE BOULEVARD,VIRGINIA BEACH,VA,23462,157,VIRGINIA BEACH,51810,USA,36.83858556,-76.1355273
ROSS MEDICAL EDUCATION CENTER-MORGANTOWN,1064 SUNCREST TOWNE CENTRE DRIVE,MORGANTOWN,WV,26505,63,MONONGALIA,54061,USA,39.65342752,-79.94225297
PAUL MITCHELL THE SCHOOL-OGDEN,2285 GRANT AVENUE,OGDEN,UT,84401,172,WEBER,49057,USA,41.22523642,-111.9742354
GOLF ACADEMY OF AMERICA-DALLAS,"1861 VALLEY VIEW LANE, SUITE 100",FARMERS BRANCH,TX,75234,134,DALLAS,48113,USA,32.92279955,-96.91719079
LARRY'S BARBER COLLEGE,10456 S. HALSTED STREET,CHICAGO,IL,60628,152,COOK,17031,USA,41.70371111,-87.6432074
FUTURA CAREER INSTITUTE,4512 WEST 12TH AVENUE,HIALEAH,FL,33012,204,MIAMI-DADE,12086,USA,25.86309927,-80.30723082
FLAIR BEAUTY COLLEGE,23754 VALENCIA BLVD,VALENCIA,CA,91355,57,LOS ANGELES,6037,USA,34.414463,-118.550015
ETERNITY COSMETOLOGY SCHOOL CORP,"4698 FOREST HILL BOULEVARD, SUITE C",WEST PALM BEACH,FL,33415,153,PALM BEACH,12099,USA,26.65025633,-80.11406485
COLLEGE OF INTERNATIONAL ESTHETICS INC,"7330 WEST 52ND AVENUE, SUITE T",ARVADA,CO,80002,130,JEFFERSON,8059,USA,39.79058361,-105.0759426
MEDICAL ALLIED CAREER CENTER,12631 EAST IMPERIAL HIGHWAY BLDG D-108,SANTA FE SPRINGS,CA,90670,107,LOS ANGELES,6037,USA,33.91771082,-118.062951
BAIS HAMEDRASH AND MESIVTA OF BALTIMORE,6823 OLD PIMLICO ROAD,BALTIMORE,MD,21209,91,BALTIMORE,24005,USA,39.37921096,-76.67485078
LONG ISLAND BARBER INSTITUTE,266 GREENWICH STREET,HEMPSTEAD,NY,11550,56,NASSAU,36059,USA,40.6997348,-73.61526812
CURVE METRIC SCHOOL OF HAIR DESIGN,7645 WEST BELMONT AVENUE,ELMWOOD PARK,IL,60707,49,COOK,17031,USA,41.93767752,-87.81872839
ATHENA CAREER ACADEMY,5203 AIRPORT HWY,TOLEDO,OH,43615,267,LUCAS,39095,USA,41.61463831,-83.66533364
THE BARBER SCHOOL,16 WEST 7200 SOUTH,MIDVALE,UT,84047,136,SALT LAKE,49035,USA,40.62142252,-111.8914975
RGV CAREERS,1200 WEST POLK AVENUE,PHARR,TX,78577,525,HIDALGO,48215,USA,26.20750907,-98.19857686
LEMELANGE ACADEMY OF HAIR,931 COOMBS STREET,NAPA,CA,94558,69,NAPA,6055,USA,38.29820051,-122.2870096
AVEDA INSTITUTE-TUCSON,845 NORTH PARK AVENUE,TUCSON,AZ,85719,168,PIMA,4019,USA,32.23263942,-110.9570573
DIAMOND BEAUTY COLLEGE,10301 GARVEY AVENUE  #200,SOUTH EL MONTE,CA,91733,184,LOS ANGELES,6037,USA,34.06296278,-118.0467114
UNITEK COLLEGE,"257 LONGFORD DRIVE, RM 5",SOUTH SAN FRANCISCO,CA,94080,184,SAN MATEO,6081,USA,37.6564237,-122.4555956
FLORIDA INSTITUTE OF RECORDING SOUND AND TECHNOLOGY,2309 SILVER STAR ROAD,ORLANDO,FL,32804,316,ORANGE,12095,USA,28.57871011,-81.41144548
NEW DIMENSIONS BEAUTY ACADEMY INC,10158 SOUTH PARKER ROAD UNIT 101,PARKER,CO,80138,75,DOUGLAS,8035,USA,39.53456304,-104.7666601
PAUL MITCHELL THE SCHOOL-RENO,1600 HOLCOMB AVENUE,RENO,NV,89502,232,WASHOE,32031,USA,39.5092231,-119.803849
AUSTIN KADE ACADEMY,1646 SOUTH WOODRUFF AVENUE,IDAHO FALLS,ID,83404,161,BONNEVILLE,16019,USA,43.48099079,-112.002119
ELAINE STERLING INSTITUTE,4840 ROSWELL ROAD NE BLDG E STE 201,SANDY SPRINGS,GA,30342,265,FULTON,13121,USA,33.88686852,-84.38218053
MITSU SATO HAIR ACADEMY,9062 METCALF AVENUE,OVERLAND PARK,KS,66212,44,JOHNSON,20091,USA,38.96564397,-94.67025681
SAE INSTITUTE OF TECHNOLOGY-LOS ANGELES,6700 SANTA MONICA BLVD,LOS ANGELES,CA,90038,171,LOS ANGELES,6037,USA,34.09829947,-118.3330894
SAE INSTITUTE OF TECHNOLOGY-ATLANTA,215 PEACHTREE STREET,ATLANTA,GA,30303,395,FULTON,13121,USA,33.75998422,-84.38828886
SAE INSTITUTE OF TECHNOLOGY-MIAMI,16051 W. DIXIE HIGHWAY,NORTH MIAMI BEACH,FL,33160,135,MIAMI-DADE,12086,USA,25.92390243,-80.15549173
PAUL MITCHELL THE SCHOOL-OVERLAND PARK,8731 WEST 95TH STREET,OVERLAND PARK,KS,66212,217,JOHNSON,20091,USA,38.95583983,-94.68791963
IDEAL BEAUTY ACADEMY,10213 LINN STATION RD,LOUISVILLE,KY,40223,15,JEFFERSON,21111,USA,38.2251198,-85.56704687
BOISE BARBER COLLEGE,7709 W. OVERLAND RD. 100,BOISE,ID,83709,61,ADA,16001,USA,43.5886612,-116.278311
FLORIDA VOCATIONAL INSTITUTE,7757 WEST FLAGLER SUITE 220,MIAMI,FL,33144,543,MIAMI-DADE,12086,USA,25.77345216,-80.32171534
NATIONAL AMERICAN UNIVERSITY-MESQUITE,18600 LBJ FREEWAY,MESQUITE,TX,75150,112,DALLAS,48113,USA,32.803934,-96.62562122
EMPIRE BEAUTY SCHOOL-SAVANNAH,"SAVANNAH CENTRE, 7400 ABERCORN ST, SUITE 901",SAVANNAH,GA,31406,102,CHATHAM,13051,USA,32.00740018,-81.11230694
OGLE SCHOOL HAIR SKIN NAILS-DENTON,2324 SAN JACINTO BOULEVARD,DENTON,TX,76205,165,DENTON,48121,USA,33.19233376,-97.11321317
EMPIRE BEAUTY SCHOOL-WEST GREENSBORO,"1312 BRIDFORD PARKWAY, SUITE 105",GREENSBORO,NC,27407,97,GUILFORD,37081,USA,36.05158764,-79.90432034
JOLIE HAIR AND BEAUTY ACADEMY-NORTHFIELD,801 TILTON ROAD,NORTHFIELD,NJ,8225,167,ATLANTIC,34001,USA,39.38342356,-74.55539031
HAYS ACADEMY OF HAIR DESIGN,115 SOUTH 5TH STREET,SALINA,KS,67401,58,SALINE,20169,USA,38.8398248,-97.60754919
BELLUS ACADEMY,1130 WESTLOOP PLACE,MANHATTAN,KS,66502,226,RILEY,20161,USA,39.19167679,-96.60841296
CORTIVA INSTITUTE-SEATTLE,2030 SOUTH 314TH STREET,FEDERAL WAY,WA,98003,131,KING,53033,USA,47.32060677,-122.3077304
MOTORING TECHNICAL TRAINING INSTITUTE,54 WATER STREET,EAST PROVIDENCE,RI,2914,17,PROVIDENCE,44007,USA,41.81866312,-71.38480381
LEON STUDIO ONE SCHOOL OF HAIR DESIGN & CAREER TRAINING CENTER,184 SWEENEY STREET,NORTH TONAWANDA,NY,14120,-999,NIAGARA,36063,USA,43.0231995,-78.8741116
UNITEK COLLEGE,21615 HESPERIAN BOULEVARD,HAYWARD,CA,94541,283,ALAMEDA,6001,USA,37.66067351,-122.1158242
ITT TECHNICAL INSTITUTE-PHILADELPHIA,"105 SOUTH 7TH ST, SUITE 100",PHILADELPHIA,PA,19106,-999,PHILADELPHIA,42101,USA,39.94889734,-75.15194164
ITT TECHNICAL INSTITUTE-MARLTON,"2 GREENTREE CENTRE, 9000 LINCOLN DR STE 100",MARLTON,NJ,8053,-999,BURLINGTON,34005,USA,39.90988211,-74.93957116
ITT TECHNICAL INSTITUTE-WEST PALM BEACH,1756 NORTH CONGRESS AVENUE,WEST PALM BEACH,FL,33409,-999,PALM BEACH,12099,USA,26.70220469,-80.0859239
ITT TECHNICAL INSTITUTE-SALEM,"4825 COMMERCIAL STREET SE, SUITE 100",SALEM,OR,97306,-999,MARION,41047,USA,44.88528246,-123.0340612
ITT TECHNICAL INSTITUTE-INDIANAPOLIS EAST,"2525 N SHADELAND AVE, SUITE 103",INDIANAPOLIS,IN,46219,-999,MARION,18097,USA,39.80341709,-86.04447427
ITT TECHNICAL INSTITUTE-DOUGLASVILLE,5905 STEWART PARKWAY,DOUGLASVILLE,GA,30135,-999,DOUGLAS,13097,USA,33.71701317,-84.77091215
ITT TECHNICAL INSTITUTE-OVERLAND PARK,"7600 WEST 119TH STREET, SUITE 100",OVERLAND PARK,KS,66213,-999,JOHNSON,20091,USA,38.91400053,-94.67294158
PENNSYLVANIA STATE UNIVERSITY-WORLD CAMPUS,128 OUTREACH BUILDING,UNIVERSITY PARK,PA,16802,14709,CENTRE,42027,USA,40.832757,-77.841748
MEDICAL CAREER INSTITUTE,901 WEST PARK AVENUE,OCEAN,NJ,7712,135,MONMOUTH,34025,USA,40.26437062,-74.04604921
MONTAGE ACADEMY,700 KEN PRATT BLVD STE 510,LONGMONT,CO,80501,101,BOULDER,8013,USA,40.15344545,-105.1043486
BRAND COLLEGE,529 HAHN AVE STE 101,GLENDALE,CA,91203,49,LOS ANGELES,6037,USA,34.15797418,-118.2656261
HINTON BARBER AND BEAUTY COLLEGE,1035 TENNESSEE ST.,VALLEJO,CA,94590,93,SOLANO,6095,USA,38.10960229,-122.245478
DIGITAL FILM ACADEMY,630 9TH AVE STE 901,NEW YORK,NY,10036,139,NEW YORK,36061,USA,40.76007202,-73.99108025
OGLE SCHOOL HAIR SKIN NAILS-SAN ANTONIO,742 N. LOOP 410 STE 226,SAN ANTONIO,TX,78216,277,BEXAR,48029,USA,29.51831329,-98.50367572
ELIZABETHTOWN COLLEGE SCHOOL OF CONTINUING AND PROFESSIONAL STUDIES,ONE ALPHA DRIVE,ELIZABETHTOWN,PA,17022,492,LANCASTER,42071,USA,40.1500822,-76.59165389
MINNESOTA SCHOOL OF COSMETOLOGY-PLYMOUTH CAMPUS,1425 COUNTY RD 101 N,PLYMOUTH,MN,55447,117,HENNEPIN,27053,USA,44.99440847,-93.5032234
MERCYHURST UNIVERSITY-NORTH EAST CAMPUS,16 W DIVISION ST,NORTH EAST,PA,16428,916,ERIE,42049,USA,42.21967608,-79.83573223
PLATT COLLEGE-RIVERSIDE,6465 SYCAMORE CANYON BLVD STE 100,RIVERSIDE,CA,92507,611,RIVERSIDE,6065,USA,33.93291532,-117.2983514
SAVANNAH LAW SCHOOL,516 DRAYTON STREET,SAVANNAH,GA,31401,156,CHATHAM,13051,USA,32.06900717,-81.09390518
EMPIRE BEAUTY SCHOOL-GLEN BURNIE,"6320 RITCHIE HWY, SUITE F",GLEN BURNIE,MD,21061,123,ANNE ARUNDEL,24003,USA,39.20309946,-76.61599044
INTERNATIONAL SCHOOL OF COSMETOLOGY-TONI & GUY HAIRDRESSING ACADEMY,8939 E INDIAN BEAN RD STE B-2,SCOTTSDALE,AZ,85250,82,MARICOPA,4013,USA,33.53591432,-111.8882457
AMERICAN NATIONAL UNIVERSITY-CANTON,4736 DRESSLER RD NW,CANTON,OH,44718,-999,STARK,39151,USA,40.8507119,-81.43579817
